topic_id,topic_name,subfield_display_name,field_display_name,keywords,works_count
https://openalex.org/T10113,Dental materials and restorations,Orthodontics,Dentistry,Dental Materials; Restorative Dentistry; Adhesive Bonding; Composite Resins; Ceramic Restorations; Dentin Structure; CAD/CAM Technology; Polymerization Shrinkage; Clinical Trials; Tooth Restoration,93103
https://openalex.org/T10090,ZnO doping and properties,Materials Chemistry,Materials Science,Zinc Oxide; Nanostructures; Semiconductors; Ferromagnetism; Nanowires; Photodetectors; Doping; Optoelectronics; Transparent Conductors; Spintronics,91095
https://openalex.org/T10096,Metal-Organic Frameworks: Synthesis and Applications,Inorganic Chemistry,Chemistry,Metal-Organic Frameworks; Porous Materials; Gas Adsorption; Catalysis; Methane Storage; Crystal Engineering; Chemical Sensors; Drug Delivery; CO2 Capture; Heterogeneous Catalysis,90805
https://openalex.org/T10139,Heavy metals in environment,Pollution,Environmental Science,Heavy Metals; Contamination; Soil; Health Risk; Remediation; Bioavailability; Sediment; Pollution; Toxicity; Urban,90202
https://openalex.org/T10590,Chalcogenide Semiconductor Thin Films,Electrical and Electronic Engineering,Engineering,Thin-Film Solar Cells; Efficiency; CZTS; Kesterite; Photovoltaics; Semiconductor; Device Characteristics; Materials Modelling; Nanocrystals; Solar Cell Efficiency,89901
https://openalex.org/T10074,Carbon Nanotubes in Composites,Materials Chemistry,Materials Science,Nanotubes; Carbon; Composites; Properties; Functionalization; Electronics; Mechanical; Synthesis; Applications; Chemistry,89220
https://openalex.org/T10105,Osteoarthritis Treatment and Mechanisms,Rheumatology,Medicine,Osteoarthritis; Cartilage; Chondrocyte; Inflammation; Joint; Regeneration; Matrix Metalloproteinases; Synovitis; Hypertrophy; Mesenchymal Stem Cells,89110
https://openalex.org/T12017,Recycling and Waste Management Techniques,Industrial and Manufacturing Engineering,Environmental Science,E-Waste; Recycling; Environmental Impacts; Metal Recovery; Waste Management; Hazardous Substances; Electronic Equipment; Health Consequences; Legislation; Global Production,88923
https://openalex.org/T10264,Asphalt Pavement Performance Evaluation,Civil and Structural Engineering,Engineering,Asphalt; Bitumen Modification; Rheology; Recycled Materials; Polymer Modification; Warm Mix; Rejuvenators; Nanomaterials; Pavement Engineering; Life Cycle Assessment,88854
https://openalex.org/T12111,Industrial Vision Systems and Defect Detection,Industrial and Manufacturing Engineering,Engineering,Fabric Defect Detection; Machine Vision; Texture Analysis; Semiconductor Manufacturing; Deep Learning; Wafer Map Defect Classification; Gabor Filters; Automated Inspection; Surface Defect Detection; Virtual Metrology,88436
https://openalex.org/T12084,Synthesis and properties of polymers,Polymers and Plastics,Materials Science,Polyimides; Elemental Sulfur; High Refractive Index; Low Dielectric Constant; Inverse Vulcanization; Fluorinated Polymers; Space Applications; Thermal Stability; Optically Transparent Films; Lithium-Sulfur Batteries,88316
https://openalex.org/T10717,Aluminum Alloys Composites Properties,Mechanical Engineering,Engineering,Metal Matrix Composites; Reinforcement; Nanoparticles; Mechanical Properties; Graphene; Carbon Nanotubes; Processing Techniques; Microstructure; Friction Stir Processing; Aluminum Alloy,88137
https://openalex.org/T10713,Structural Load-Bearing Analysis,Civil and Structural Engineering,Engineering,Concrete-Filled Steel Tubes; Structural Engineering; High-Strength Materials; Finite Element Modelling; Composite Columns; Stainless Steel; Axial Compression; Buckling Behavior; Shear Connectors; Cold-Formed Steel,87880
https://openalex.org/T10903,Porphyrin and Phthalocyanine Chemistry,Materials Chemistry,Materials Science,Porphyrins; Phthalocyanines; Nonlinear Optical Properties; Self-Assembly; Molecular Devices; Metal Complexes; Artificial Antenna Systems; Chirality-Sensing Supramolecular Systems; Photochemical Properties; Light-Harvesting,86697
https://openalex.org/T10518,Gallbladder and Bile Duct Disorders,Pulmonary and Respiratory Medicine,Medicine,ERCP; Cholecystitis; Biliary Drainage; Pancreatitis; Gallstones; Cholangiocarcinoma; Bile Duct Injury; Endoscopic Ultrasound; Metal Stents; Tokyo Guidelines,85834
https://openalex.org/T10107,Ferroelectric and Piezoelectric Materials,Materials Chemistry,Materials Science,Lead-free Piezoceramics; Ferroelectric Materials; Piezoelectric Properties; Perovskite Structure; Relaxor Ferroelectrics; Thin Film Ferroelectrics; Electrocaloric Effect; Domain Wall Nanoelectronics; High Energy Storage Materials; Phase Boundary Piezoelectrics,84959
https://openalex.org/T10212,Electrochemical sensors and biosensors,Electrical and Electronic Engineering,Engineering,Electrochemical Biosensors; Graphene; Glucose Sensors; Carbon Nanotubes; Enzymatic Biofuel Cells; Nanomaterials; Non-enzymatic Sensors; Electrochemistry; Biosensor Applications; Nanostructured Materials,84952
https://openalex.org/T10306,Liquid Crystal Research Advancements,"Electronic, Optical and Magnetic Materials",Materials Science,Liquid Crystals; Self-Organization; Photoinduced Motions; Functional Materials; Optoelectronic Applications; Nanoparticles; Colloidal Crystals; Polymer-Stabilized Blue Phases; Chiral Nematic Phases; Nanostructured Materials,84852
https://openalex.org/T10564,Wastewater Treatment and Nitrogen Removal,Pollution,Environmental Science,Nitrogen-Cycling Network; Anammox Bacteria; Extracellular Polymeric Substances; Nitrifying Bacteria; Denitrifying Bacteria; Biological Phosphorus Removal; Activated Sludge; Wastewater Treatment; Nitrous Oxide Emission; Anaerobic Ammonium Oxidation,84610
https://openalex.org/T10179,Supercapacitor Materials and Fabrication,"Electronic, Optical and Magnetic Materials",Materials Science,Graphene; Carbon-Based Materials; Electrochemical Capacitors; Pseudocapacitive Materials; Energy Storage; Nanomaterials; Flexible Supercapacitors; Metal-Organic Frameworks; High-Performance Electrodes; Hybrid Energy Storage,84325
https://openalex.org/T10247,Perovskite Materials and Applications,Electrical and Electronic Engineering,Engineering,Perovskite Solar Cells; Organometal Halide Perovskites; Photovoltaic Cells; Efficiency; Stability; Semiconductors; Light-Emitting Diodes; Crystal Growth; Charge Carrier Transport; Optoelectronic Materials,84198
https://openalex.org/T10612,Magnetism in coordination complexes,"Electronic, Optical and Magnetic Materials",Materials Science,Single-Molecule Magnets; Lanthanide Complexes; Magnetic Anisotropy; Quantum Tunneling of Magnetization; Spin Crossover; High-Spin Transition Metal Complexes; Magnetic Relaxation; Quantum Computing; Electron Transport; Nuclear Spin Resonance,82605
https://openalex.org/T11825,Catalysis and Oxidation Reactions,Catalysis,Chemical Engineering,Catalysis; Dehydrogenation; Oxidative; Metal Oxides; Ethane; Propane; Vanadium Oxide; Nanocarbons; Methane Conversion; Heterogeneous Catalysis,82219
https://openalex.org/T11549,Synthetic Organic Chemistry Methods,Organic Chemistry,Chemistry,Olefin Metathesis; Ruthenium Catalysts; Ring-Closing Metathesis; Cross-Metathesis; Catalytic Activity; Organometallic Chemistry; Polymerization; Enantioselective Synthesis; Natural Product Synthesis; Industrial Applications,82178
https://openalex.org/T12646,Inorganic Fluorides and Related Compounds,Inorganic Chemistry,Chemistry,Noble Gas Compounds; Fluoride Ion Batteries; Metal Fluorides; Lewis Acidity; Xenon Chemistry; Solid State NMR; Matrix Isolation Spectroscopy; Transition Metal Hexafluorides; High Surface Area Materials; Ionic Conductivity,81376
https://openalex.org/T10016,Adsorption and biosorption for pollutant removal,Water Science and Technology,Environmental Science,Adsorption; Contaminant Removal; Wastewater Treatment; Surface Area; Pore Size Distribution; Biochar; Heavy Metals; Dye Removal; Nanomaterials; Biosorption,81359
https://openalex.org/T11658,Esophageal and GI Pathology,Surgery,Medicine,Esophageal Perforation; Endoscopic Stenting; Gastric Outlet Obstruction; Self-Expanding Metal Stents; Benign and Malignant Diseases; Anastomotic Leaks; Esophageal Atresia; Tracheoesophageal Fistula; Endoluminal Vacuum Therapy; Palliative Treatment,81257
https://openalex.org/T10413,High-pressure geophysics and materials,Geophysics,Earth and Planetary Sciences,Mantle Dynamics; Crystal Structure Prediction; High-pressure Phases; Seismic Imaging; Superconductivity; Earth's Lower Mantle; Hydrous Minerals; Tomography; Plate Tectonics; Mineral Physics,81163
https://openalex.org/T10109,Paleontology and Stratigraphy of Fossils,Paleontology,Earth and Planetary Sciences,Paleoredox; Paleoproductivity; Trace Metals; Oceanic Anoxic Events; Atmospheric Oxygenation; Biogeochemical Cycling; Isotope Geochemistry; Marine Sediments; Phanerozoic Climate; Mass Extinctions,80608
https://openalex.org/T10670,Aluminum Alloy Microstructure Properties,Aerospace Engineering,Engineering,Aluminium Alloys; Aerospace Applications; Automotive Industry; Precipitation Strengthening; Grain Refinement; Microstructural Evolution; Corrosion Behavior; Mechanical Properties; Age Hardening; Intermetallic Phases,80462
https://openalex.org/T11965,"Quantum, superfluid, helium dynamics","Atomic and Molecular Physics, and Optics",Physics and Astronomy,Helium Nanodroplets; Quantum Turbulence; Superfluidity; Ring Polymer Molecular Dynamics; Nuclear Quantum Effects; Quantum Solvation; Vortex Dynamics; Path Integral Monte Carlo; Supersolid Helium; Quantum Vortices,78827
https://openalex.org/T10700,Metal Forming Simulation Techniques,Mechanical Engineering,Engineering,Ductile Fracture; Sheet Metal Forming; Anisotropic Yield Function; Plasticity and Fracture; Incremental Forming; Formability; Triaxial Loading; Void Growth; Microforming; Springback Simulation,78204
https://openalex.org/T10662,Ultrasonics and Acoustic Wave Propagation,Mechanics of Materials,Engineering,Guided Lamb Waves; Piezoelectric Impedance-Based Health Monitoring; Ultrasonic Arrays; Nonlinear Ultrasonic Techniques; Composite Structures; Damage Detection; Piezoelectric Sensors; Wave Propagation; Structural Impedance Sensors; Non-Destructive Testing,78112
https://openalex.org/T10197,Membrane Separation Technologies,Water Science and Technology,Environmental Science,Membrane Technology; Desalination; Nanofiltration; Forward Osmosis; Graphene-based Membranes; Membrane Fouling; Sustainable Water Treatment; Polymer Membranes; Membrane Distillation; Antifouling Strategies,76038
https://openalex.org/T10402,Phase Equilibria and Thermodynamics,Biomedical Engineering,Engineering,Supercritical Fluids; Extraction; Equation of State; Thermodynamic Properties; Monte Carlo Simulation; Perturbed-Chain SAFT; Phase Equilibrium; Polymer Synthesis; Nanoparticles; Green Solvents,75877
https://openalex.org/T10681,Rare-earth and actinide compounds,Condensed Matter Physics,Physics and Astronomy,Heavy Fermion; Superconductivity; Quantum Criticality; Non-Fermi-Liquid Behavior; Fermi Surface; Unconventional Superconductivity; Magnetic Phase Transitions; Actinide Metals; Topological Insulators; Spin-Triplet Order,75739
https://openalex.org/T10624,Silicon and Solar Cell Technologies,Electrical and Electronic Engineering,Engineering,Silicon; Solar Cells; Efficiency; Passivation; Heterojunction; Aluminum Oxide; Interdigitated Back Contacts; Photovoltaics; Surface Recombination; Crystalline,75658
https://openalex.org/T10544,Glass properties and applications,Ceramics and Composites,Materials Science,Glass Science; Structural Analysis; Optical Properties; Rare-Earth Doped Materials; Nuclear Waste Immobilization; Spectroscopic Studies; Amorphous Materials; Crystal Nucleation; High-Resolution NMR; Fiber Lasers,73886
https://openalex.org/T10502,Advanced Memory and Neural Computing,Electrical and Electronic Engineering,Engineering,Memristor; Neuromorphic Computing; Resistive Switching; Spiking Neurons; Synaptic Plasticity; Non-volatile Memory; Neural Networks; Metal Oxides; Brain-inspired Computing; Artificial Synapse,73720
https://openalex.org/T10219,Mechanical Behavior of Composites,Mechanics of Materials,Engineering,Delamination; Cohesive Zone Models; Fiber-Reinforced Composites; Finite Element Analysis; Adhesive Joints; Ballistic Impact; Damage Modeling; Fracture Mechanics; Textile Composites; Mechanical Behavior,73708
https://openalex.org/T12427,Metal Alloys Wear and Properties,Materials Chemistry,Materials Science,Cryogenic Treatment; Microstructure; Wear Resistance; Tool Steels; High Chromium Cast Iron; Mechanical Properties; Carbides; Hardfacing Alloys; Abrasive Wear; High Speed Steel,71743
https://openalex.org/T10915,Trace Elements in Health,Nutrition and Dietetics,Nursing,Copper; Zinc; Oxidative Stress; Antioxidant; Metallothionein; Neurological Disorders; Homeostasis; Toxicity; Immune Function; Nutrition,71691
https://openalex.org/T10729,Electrospun Nanofibers in Biomedical Applications,Biomaterials,Materials Science,Electrospinning; Nanofibers; Tissue Engineering; Biomedical Applications; Polymer Nanofibers; Drug Delivery; Nanocomposites; Fiber Fabrication; Scaffold; Regenerative Medicine,71206
https://openalex.org/T10822,Acoustic Wave Phenomena Research,Biomedical Engineering,Engineering,Acoustic Metamaterials; Phononic Crystals; Sound Control; Wave Propagation; Band Gaps; Local Resonances; Negative Modulus; Elastic Waves; Subwavelength Imaging; Vibration Control,71060
https://openalex.org/T10079,Nanoparticles: synthesis and applications,Materials Chemistry,Materials Science,Nanoparticles; Antimicrobial; Toxicity; Silver; Nanomaterials; Biological Synthesis; Environmental Impact; Cytotoxicity; Green Synthesis; Biosynthesis,70537
https://openalex.org/T10511,High voltage insulation and dielectric phenomena,Materials Chemistry,Materials Science,Nanocomposites; Dielectrics; Polymer; Partial Discharge; Electrical Insulation; Space Charge; High Voltage; Polyethylene; Interfaces; Power Transformers,70336
https://openalex.org/T11379,Rheology and Fluid Dynamics Studies,Fluid Flow and Transfer Processes,Chemical Engineering,Rheology; Complex Fluids; Polymers; Viscoelasticity; Thixotropy; Large Amplitude Oscillatory Shear; Drag Reduction; Entanglement Dynamics; Molecular Modeling; Microfluidic Rheometry,69882
https://openalex.org/T12202,nanoparticles nucleation surface interactions,Atmospheric Science,Earth and Planetary Sciences,Ice Nucleation; Melting; Nanoparticles; Molecular Dynamics Simulation; Surface Energy; Size Dependence; Crystal Growth; Homogeneous Nucleation; Phase Diagrams; Water Models,69606
https://openalex.org/T10281,Advanced Battery Materials and Technologies,Electrical and Electronic Engineering,Engineering,Lithium-Sulfur Batteries; Solid-State Electrolytes; Nanostructured Cathodes; High-Energy Storage; Dendrite-Free Deposition; Polymer Electrolytes; Sulfur Hosts; Ionic Conductivity; Cathode Materials; Electrochemical Stability,69471
https://openalex.org/T10321,Quantum Dots Synthesis And Properties,Materials Chemistry,Materials Science,Quantum Dots; Nanocrystals; Bioimaging; Photovoltaics; Semiconductor Nanocrystals; Fluorescence Imaging; Colloidal Nanocrystals; Biological Detection; Solar Cells; Nanoparticle Synthesis,69261
https://openalex.org/T11281,Asymmetric Hydrogenation and Catalysis,Inorganic Chemistry,Chemistry,Asymmetric Catalysis; Hydrogenation; Transition Metal Complexes; Chiral Ligands; Alcohol Activation; Dehydrogenation; Amine Synthesis; Borrowing Hydrogen; Enantioselective Reactions; Metal-Ligand Cooperation,68909
https://openalex.org/T10013,Asymmetric Synthesis and Catalysis,Organic Chemistry,Chemistry,Organocatalysis; Enantioselective Reactions; Chiral Catalysts; Asymmetric Synthesis; C-C Bond Formation; Spirooxindoles; Hydrogen Bonding; Transition Metal Catalysis; Quaternary Stereocenters; Cascade Reactions,68699
https://openalex.org/T10623,Plasmonics for Photovoltaic Devices,Electrical and Electronic Engineering,Engineering,Plasmonics; Thin-Film Transistors; Amorphous Oxide Semiconductors; Solar Cells; Light Trapping; Transparent Electronics; High-Mobility Transistors; Solution-Processed Metal Oxides; Nanoparticle Enhanced Absorption; Flexible Electronics,68683
https://openalex.org/T10221,Composite Structure Analysis and Optimization,Mechanics of Materials,Engineering,Functionally Graded Materials; Finite Element Method; Composite Plates; Carbon Nanotube Reinforcement; Vibration Analysis; Buckling Behavior; Thermal Environments; Multilayered Structures; Shear Deformation Theory; Mechanical Properties,68261
https://openalex.org/T11160,Acoustic Wave Resonator Technologies,Biomedical Engineering,Engineering,Acoustic Wave Biosensors; Thin Film Resonators; Piezoelectric Response; Quartz Crystal Microbalance; Surface Acoustic Wave Sensors; Biosensor Applications; MEMS Resonators; Aluminum Nitride Thin Films; High-Frequency Applications; Biological Detection,67978
